"Month.Year","Local.Govt.Area","Approved.Sites","Operational.Sites","Approved.EGMs","Operational.EGMs","Player.Money.Lost","source","author"
"September 2005","CHARTERS TOWERS","10",10,178,178,349158.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","CLONCURRY","6",6,77,77,185412.14,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","COOK","3",3,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","DOUGLAS","11",11,155,155,555822.93,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","FRASER COAST","40",39,1165,1147,3990150.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","GLADSTONE","22",22,562,531,2012983.28,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","GOLD COAST","134",129,5354,5180,22155354.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","GOONDIWINDI","11",11,187,179,444112.51,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","GYMPIE","22",20,357,353,1003186.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","HINCHINBROOK","8",7,95,83,251888.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","IPSWICH","41",40,1378,1244,5254559.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","ISAAC","17",17,246,231,823526.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","LIVINGSTONE","14",14,292,280,866327.28,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","LOCKYER VALLEY","18",18,269,269,781366.01,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","LOGAN","42",41,1842,1821,10436211.53,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","LONGREACH","6",6,79,79,109597.93,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","MACKAY","47",45,1303,1283,4569736.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","MARANOA","8",8,127,127,236319.44,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","MAREEBA","7",7,186,187,495234.65,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","MORETON BAY","65",62,2893,2779,11786079.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","MOUNT ISA","9",8,506,471,1637406.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","MURWEH","8",8,76,76,142242.35,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","NOOSA","20",20,562,557,2037417.48,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","NORTH BURNETT","11",10,109,109,253871.89,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","PAROO","2",2,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","QUILPIE","1",1,5,5,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","REDLAND","29",29,1176,1176,4685047.48,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","RICHMOND","2",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","ROCKHAMPTON","40",40,990,980,3388633.39,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","SCENIC RIM","20",20,232,232,588921.05,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","SOMERSET","15",13,149,130,375008.27,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","SOUTH BURNETT","21",21,333,333,980933.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","SOUTHERN DOWNS","22",22,417,406,883055.37,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","SUNSHINE COAST","77",75,2873,2663,9076504.88,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","TABLELANDS","8",6,190,129,336172.9,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","TOOWOOMBA","58",58,1428,1392,4368494.27,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","TORRES","4",4,83,83,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","TOWNSVILLE","51",49,1422,1351,5882039.34,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","WEIPA","3",3,51,51,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","WESTERN DOWNS","25",24,371,361,725878.73,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","WHITSUNDAY","26",26,494,492,1842510.94,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2005","WINTON","4",4,39,39,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","BALONNE","7",6,98,79,145504.65,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","BANANA","12",11,185,169,358134.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","BRISBANE","240",231,9048,8584,33394973.78,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","BUNDABERG","42",41,1071,1041,3445112.14,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","BURDEKIN","8",8,185,185,491439.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","CAIRNS","44",41,1590,1508,4755677.3,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","CARPENTARIA","2",2,44,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","CASSOWARY COAST","17",16,354,344,908407.05,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","CENTRAL HIGHLANDS","20",20,412,412,1325848.84,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","CHARTERS TOWERS","10",10,178,178,335561.47,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","CLONCURRY","6",6,77,77,175776.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","COOK","3",3,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","DOUGLAS","11",11,155,155,569409.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","FRASER COAST","40",39,1165,1156,3999600.65,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","GLADSTONE","22",22,562,536,1837208.29,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","GOLD COAST","134",129,5368,5180,22346704.51,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","GOONDIWINDI","11",10,187,167,422622.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","GYMPIE","22",20,357,353,986536.42,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","HINCHINBROOK","8",7,95,83,243574.99,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","IPSWICH","41",40,1378,1239,5083902.48,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","ISAAC","17",17,246,231,816862.77,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","LIVINGSTONE","14",14,292,280,787342.05,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","LOCKYER VALLEY","18",18,269,269,772636.44,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","LOGAN","42",41,1841,1821,10192539.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","LONGREACH","6",6,79,79,113006.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","MACKAY","47",45,1332,1283,4599904.97,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","MARANOA","8",8,127,127,263448.27,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","MAREEBA","7",7,186,186,470065.99,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","MORETON BAY","65",62,2952,2803,12026426.43,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","MOUNT ISA","9",8,506,471,1718182.1,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","MURWEH","8",8,76,76,149711.1,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","NOOSA","20",20,567,557,2132266.28,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","NORTH BURNETT","11",10,109,109,228881.39,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","PAROO","2",2,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","QUILPIE","1",1,5,5,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","REDLAND","29",29,1176,1176,4600201.53,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","RICHMOND","2",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","ROCKHAMPTON","40",39,990,964,3249107.27,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","SCENIC RIM","20",20,232,232,568483.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","SOMERSET","15",13,149,130,402920.77,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","SOUTH BURNETT","21",21,333,333,958289.15,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","SOUTHERN DOWNS","22",22,417,406,919510.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","SUNSHINE COAST","77",75,2873,2666,9505568.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","TABLELANDS","8",6,190,129,321431.88,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","TOOWOOMBA","58",57,1430,1392,4221807.99,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","TORRES","4",4,83,83,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","TOWNSVILLE","51",49,1417,1351,5706184.66,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","WEIPA","3",3,51,51,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","WESTERN DOWNS","25",24,371,361,729337.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","WHITSUNDAY","26",25,494,482,1828833.49,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2005","WINTON","4",4,39,39,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","BALONNE","7",6,98,79,164561.48,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","BANANA","12",11,185,172,342685.69,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","BRISBANE","239",231,9025,8592,32776868.73,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","BUNDABERG","42",41,1071,1043,3398643.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","BURDEKIN","8",8,185,185,473843.71,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","CAIRNS","44",41,1588,1520,4570170.83,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","CARPENTARIA","2",2,44,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","CASSOWARY COAST","17",16,354,343,925188.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","CENTRAL HIGHLANDS","20",20,412,412,1350037.53,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","CHARTERS TOWERS","10",10,178,178,351404.08,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","CLONCURRY","6",6,77,77,177318.68,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","COOK","3",3,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","DOUGLAS","11",11,155,155,466479.07,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","FRASER COAST","39",39,1148,1148,3802925.23,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","GLADSTONE","22",22,562,535,1803139.38,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","GOLD COAST","134",129,5393,5189,21086266.16,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","GOONDIWINDI","11",10,187,167,382303.04,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","GYMPIE","22",20,357,353,953698.29,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","HINCHINBROOK","8",7,95,83,247725,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","IPSWICH","41",40,1378,1239,4972783.94,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","ISAAC","17",17,246,231,735420.36,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","LIVINGSTONE","14",14,292,280,744575.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","LOCKYER VALLEY","18",18,269,269,771004.96,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","LOGAN","42",41,1841,1820,9770075.63,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","LONGREACH","6",6,79,79,86492.31,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","MACKAY","47",45,1332,1283,4549453.12,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","MARANOA","8",8,127,127,233427.87,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","MAREEBA","7",7,186,186,440578,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","MORETON BAY","65",62,2952,2808,11375466.91,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","MOUNT ISA","9",9,506,506,1629981.39,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","MURWEH","8",8,76,76,138287.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","NOOSA","20",20,567,559,1920474.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","NORTH BURNETT","10",10,109,109,207965.38,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","PAROO","2",2,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","QUILPIE","1",1,5,5,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","REDLAND","29",29,1176,1176,4495735.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","RICHMOND","2",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","ROCKHAMPTON","40",39,990,964,3322140.17,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","SCENIC RIM","20",20,232,232,564848.18,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","SOMERSET","15",12,144,125,326335.07,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","SOUTH BURNETT","21",21,333,333,931878.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","SOUTHERN DOWNS","22",21,417,372,895029.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","SUNSHINE COAST","77",75,2873,2671,9002136.46,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","TABLELANDS","8",6,190,129,313093.58,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","TOOWOOMBA","58",56,1427,1386,4065545.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","TORRES","4",4,83,78,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","TOWNSVILLE","50",49,1417,1367,5806238.35,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","WEIPA","3",3,51,51,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","WESTERN DOWNS","25",24,371,361,738940.13,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","WHITSUNDAY","26",25,494,484,1565750.69,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2005","WINTON","4",4,39,39,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","BALONNE","7",6,98,79,190902.26,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","BANANA","12",11,185,179,395657.64,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","BRISBANE","238",231,9029,8686,34097841.53,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","BUNDABERG","42",41,1071,1043,3621656.02,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","BURDEKIN","8",8,185,185,578742.69,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","CAIRNS","43",41,1577,1521,4836986.42,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","CARPENTARIA","2",2,44,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","CASSOWARY COAST","17",16,354,344,957656.73,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","CENTRAL HIGHLANDS","20",20,412,412,1301087.3,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","CHARTERS TOWERS","10",10,178,178,363861.84,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","CLONCURRY","6",6,77,77,163009.17,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","COOK","3",3,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","DOUGLAS","11",11,155,155,438421.48,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","FRASER COAST","39",39,1174,1148,4062569.11,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","GLADSTONE","22",22,566,545,1919557.08,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","GOLD COAST","134",129,5438,5182,21396436.26,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","GOONDIWINDI","11",10,187,169,479383.15,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","GYMPIE","22",20,357,353,946097.07,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","HINCHINBROOK","8",7,95,83,239103.03,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","IPSWICH","41",40,1378,1348,5364364.29,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","ISAAC","17",17,255,231,720525.19,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","LIVINGSTONE","14",14,290,276,812715.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","LOCKYER VALLEY","18",18,269,269,815306.58,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","LOGAN","42",41,1862,1821,10330307.52,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","LONGREACH","6",6,79,79,79918.6,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","MACKAY","47",45,1377,1312,4754102.91,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","MARANOA","8",7,127,119,243651.67,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","MAREEBA","7",7,186,186,507918.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","MORETON BAY","65",63,2962,2877,12069847.02,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","MOUNT ISA","9",9,506,505,1649013.85,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","MURWEH","8",8,76,76,142577.99,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","NOOSA","20",20,567,567,2002355.29,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","NORTH BURNETT","10",10,109,109,234663.74,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","PAROO","2",2,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","QUILPIE","1",1,6,5,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","REDLAND","29",29,1191,1176,4630786.04,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","RICHMOND","2",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","ROCKHAMPTON","40",39,999,966,3520076.93,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","SCENIC RIM","20",20,222,232,618006.49,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","SOMERSET","14",12,146,125,363347.67,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","SOUTH BURNETT","21",21,333,333,989593.44,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","SOUTHERN DOWNS","22",22,417,407,979478.85,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","SUNSHINE COAST","77",75,2887,2698,9378044.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","TABLELANDS","8",7,190,141,368850.02,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","TOOWOOMBA","58",56,1445,1388,4277125.06,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","TORRES","4",4,83,83,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","TOWNSVILLE","50",49,1425,1397,6061686.42,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","WEIPA","3",3,51,51,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","WESTERN DOWNS","25",25,371,364,763729.71,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","WHITSUNDAY","26",25,494,484,1490845.55,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2005","WINTON","4",4,39,39,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","BALONNE","7",6,98,79,153981.08,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","BANANA","12",11,185,179,334289.85,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","BRISBANE","238",231,9024,8701,31403272.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","BUNDABERG","42",41,1071,1048,3375187.42,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","BURDEKIN","8",8,185,185,471108.41,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","CAIRNS","43",41,1577,1516,4528714.64,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","CARPENTARIA","2",2,44,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","CASSOWARY COAST","17",16,354,344,909832.83,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","CENTRAL HIGHLANDS","20",20,412,412,1177843.89,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","CHARTERS TOWERS","10",10,178,178,313479.87,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","CLONCURRY","6",6,77,77,112396.36,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","COOK","3",3,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","DOUGLAS","11",11,155,155,454281.34,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","FRASER COAST","39",39,1174,1144,3997038.1,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","GLADSTONE","22",22,566,545,1752249.21,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","GOLD COAST","134",129,5438,5214,21793118.39,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","GOONDIWINDI","11",10,187,169,419906.91,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","GYMPIE","22",20,357,353,915189.17,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","HINCHINBROOK","8",7,95,83,222364.42,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","IPSWICH","41",40,1378,1343,4857300.14,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","ISAAC","17",17,255,231,752872.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","LIVINGSTONE","14",14,290,276,857883.32,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","LOCKYER VALLEY","18",18,269,269,726701.21,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","LOGAN","42",41,1862,1821,9595171.22,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","LONGREACH","6",6,79,79,63339.97,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","MACKAY","47",45,1377,1313,4580251.56,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","MARANOA","7",7,119,119,203288.31,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","MAREEBA","7",7,186,186,435887.25,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","MORETON BAY","65",63,2962,2881,11692046.28,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","MOUNT ISA","9",9,506,506,1481109.69,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","MURWEH","8",8,76,76,94428.96,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","NOOSA","20",20,567,567,2079283.94,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","NORTH BURNETT","10",10,109,109,188567.12,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","PAROO","2",2,25,25,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","QUILPIE","1",1,6,5,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","REDLAND","29",29,1191,1154,4487009.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","RICHMOND","2",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","ROCKHAMPTON","40",39,999,978,3148941.03,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","SCENIC RIM","20",20,232,232,572329.42,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","SOMERSET","14",12,146,125,338586.92,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","SOUTH BURNETT","21",21,333,333,896397.55,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2006","SOUTHERN DOWNS","22",22,417,407,897286.79,"Wankarani Settlement dataset","Timothy L. McAndrews"
