"Month.Year","Local.Govt.Area","Approved.Sites","Operational.Sites","Approved.EGMs","Operational.EGMs","Player.Money.Lost","source","author"
"January 2011","WEIPA","3",3,59,59,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2011","WESTERN DOWNS","26",24,400,374,853824.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2011","WHITSUNDAY","21",19,456,434,1339355.92,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2011","WINTON","4",4,35,33,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","BALONNE","6",5,84,82,132320.14,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","BANANA","10",10,171,171,360766.94,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","BRISBANE","225",213,9132,8698,31156017.6,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","BUNDABERG","42",41,1218,1110,3473181.42,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","BURDEKIN","8",6,163,163,538412.25,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","CAIRNS","44",42,1672,1607,6024833.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","CASSOWARY COAST","15",15,370,360,1022096.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","CENTRAL HIGHLANDS","20",17,424,368,1205766.78,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","CHARTERS TOWERS","10",10,174,174,433705.89,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","CLONCURRY","5",5,72,69,190233.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","COOK","3",3,36,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","DOUGLAS","10",9,165,149,344212.61,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","FRASER COAST","40",38,1276,1196,3631640.82,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","GLADSTONE","24",23,561,538,1897914.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","GOLD COAST","133",128,5661,5465,17780957.66,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","GOONDIWINDI","10",10,177,177,410207.78,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","GYMPIE","19",18,387,385,995998.55,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","HINCHINBROOK","8",8,95,89,324259.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","IPSWICH","42",35,1513,1249,5301245.41,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","ISAAC","17",17,270,270,882635.32,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","LIVINGSTONE","12",11,303,283,770548.46,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","LOCKYER VALLEY","19",18,290,273,725148.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","LOGAN","42",41,2140,2104,9631916.84,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","LONGREACH","5",5,67,67,88722.69,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","MACKAY","44",43,1655,1592,4865090.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","MARANOA","9",9,127,127,248879,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","MAREEBA","7",7,186,186,537798.58,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","MORETON BAY","67",63,3208,3060,11424807.93,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","MOUNT ISA","8",6,472,410,1568333.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","MURWEH","8",7,75,67,116091.43,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","NOOSA","17",17,606,550,1711861.78,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","NORTH BURNETT","9",9,94,94,208563.81,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","PAROO","2",2,25,19,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","QUILPIE","1",1,6,6,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","REDLAND","30",30,1279,1258,4048330.02,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","RICHMOND","1",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","ROCKHAMPTON","41",40,1073,1069,3467734.17,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","SCENIC RIM","20",19,257,240,540370.84,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","SOMERSET","12",12,135,126,311151.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","SOUTH BURNETT","18",18,366,366,1036863.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","SOUTHERN DOWNS","22",19,406,396,910981.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","SUNSHINE COAST","78",77,2872,2847,8311722.97,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","TABLELANDS","5",5,139,139,492957.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","TOOWOOMBA","56",54,1545,1495,4372894.16,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","TORRES","4",4,83,83,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","TOWNSVILLE","49",44,1744,1616,7199288,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","WEIPA","3",3,59,59,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","WESTERN DOWNS","26",23,400,355,822777.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","WHITSUNDAY","21",19,456,434,1093187.38,"Wankarani Settlement dataset","Timothy L. McAndrews"
"February 2011","WINTON","4",4,35,33,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","BALONNE","6",5,84,82,131370.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","BANANA","10",10,171,171,413039.77,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","BRISBANE","225",213,9144,8666,34145564.65,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","BUNDABERG","42",41,1218,1120,3639489.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","BURDEKIN","8",6,163,163,522535.82,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","CAIRNS","44",42,1672,1607,5790486.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","CASSOWARY COAST","15",14,370,345,1120348.54,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","CENTRAL HIGHLANDS","19",17,414,368,1303358.03,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","CHARTERS TOWERS","10",10,174,174,362004.44,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","CLONCURRY","5",5,72,69,189029.97,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","COOK","3",3,36,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","DOUGLAS","10",9,165,149,351821.49,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","FRASER COAST","40",38,1276,1196,3799820.41,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","GLADSTONE","24",23,561,538,2330701,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","GOLD COAST","133",128,5666,5482,19861134,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","GOONDIWINDI","10",10,177,177,448053,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","GYMPIE","19",19,387,387,1025147.73,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","HINCHINBROOK","8",8,95,93,347238.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","IPSWICH","42",35,1519,1249,5787198.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","ISAAC","17",17,270,270,988415.13,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","LIVINGSTONE","12",11,303,283,824855.92,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","LOCKYER VALLEY","19",18,290,273,817980.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","LOGAN","42",41,2140,2100,10544419.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","LONGREACH","5",5,67,67,96567.63,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","MACKAY","44",43,1655,1591,5507483.56,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","MARANOA","9",8,127,117,315140.54,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","MAREEBA","7",7,186,186,554482.57,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","MORETON BAY","67",64,3202,3086,12445357.71,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","MOUNT ISA","8",6,472,412,1656172.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","MURWEH","8",7,75,67,134035.66,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","NOOSA","17",17,606,545,1886380.19,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","NORTH BURNETT","9",9,94,94,220680.26,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","PAROO","2",1,23,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","QUILPIE","1",1,6,6,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","REDLAND","30",30,1279,1258,4589423.65,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","RICHMOND","1",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","ROCKHAMPTON","40",40,1069,1065,3616160.87,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","SCENIC RIM","20",19,257,240,614143.1,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","SOMERSET","12",12,135,126,345743.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","SOUTH BURNETT","18",18,366,366,1030472.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","SOUTHERN DOWNS","21",19,406,396,1035357.83,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","SUNSHINE COAST","78",77,2872,2852,9367305.31,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","TABLELANDS","5",5,139,139,497902.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","TOOWOOMBA","56",54,1545,1495,4870547.25,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","TORRES","4",4,83,83,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","TOWNSVILLE","49",44,1744,1615,7132501.79,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","WEIPA","3",3,59,59,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","WESTERN DOWNS","26",24,400,384,976291.64,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","WHITSUNDAY","20",19,451,434,1296766.16,"Wankarani Settlement dataset","Timothy L. McAndrews"
"March 2011","WINTON","4",4,33,33,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","BALONNE","6",5,84,82,139010.78,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","BANANA","10",10,171,171,431016.69,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","BRISBANE","225",214,9144,8700,33168602.36,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","BUNDABERG","42",42,1224,1153,3577653.04,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","BURDEKIN","8",6,163,163,452873.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","CAIRNS","45",42,1702,1607,5570247.59,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","CASSOWARY COAST","15",15,370,360,1033221.05,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","CENTRAL HIGHLANDS","19",17,414,368,1256074.82,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","CHARTERS TOWERS","10",10,174,174,335919.27,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","CLONCURRY","5",5,72,72,181782.94,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","COOK","3",3,36,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","DOUGLAS","10",9,153,149,363760.01,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","FRASER COAST","40",38,1276,1196,3782882.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","GLADSTONE","24",23,561,535,2187107.59,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","GOLD COAST","133",128,5669,5482,19374279.62,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","GOONDIWINDI","10",10,177,177,410055.49,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","GYMPIE","19",19,387,387,1087953.74,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","HINCHINBROOK","8",8,95,93,330132.03,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","IPSWICH","42",37,1519,1362,5581448.07,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","ISAAC","17",17,270,270,964924.11,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","LIVINGSTONE","12",11,303,283,840276.11,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","LOCKYER VALLEY","19",18,290,273,827170.59,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","LOGAN","42",40,2140,2089,10466485.28,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","LONGREACH","5",5,67,67,116928.83,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","MACKAY","44",43,1655,1591,5235536.53,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","MARANOA","9",8,127,117,306030.2,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","MAREEBA","7",7,186,186,470620.36,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","MORETON BAY","67",64,3202,3100,12384975.02,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","MOUNT ISA","8",6,472,415,1658566.71,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","MURWEH","8",7,75,67,122152.31,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","NOOSA","17",17,606,545,1693060.88,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","NORTH BURNETT","9",9,94,94,241713.67,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","PAROO","2",1,23,23,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","QUILPIE","1",1,6,6,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","REDLAND","30",30,1279,1258,4515384.5,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","RICHMOND","1",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","ROCKHAMPTON","40",40,1069,1065,3579005.38,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","SCENIC RIM","20",19,257,240,647538.11,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","SOMERSET","12",12,135,126,361505.5,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","SOUTH BURNETT","18",18,366,366,986197.11,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","SOUTHERN DOWNS","21",19,406,396,979487.34,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","SUNSHINE COAST","78",76,2872,2779,9217351.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","TABLELANDS","5",5,139,139,456133.71,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","TOOWOOMBA","56",54,1545,1495,4495073.18,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","TORRES","4",4,83,82,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","TOWNSVILLE","49",44,1744,1629,6777837.96,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","WEIPA","3",3,59,59,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","WESTERN DOWNS","26",25,400,388,980738.35,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","WHITSUNDAY","20",19,451,434,1235210.3,"Wankarani Settlement dataset","Timothy L. McAndrews"
"April 2011","WINTON","4",4,33,33,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","BALONNE","6",5,84,82,156589.73,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","BANANA","10",10,171,171,485227.05,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","BRISBANE","225",213,9144,8762,32936967.63,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","BUNDABERG","42",42,1224,1154,3682477.25,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","BURDEKIN","8",6,163,163,460499.56,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","CAIRNS","45",42,1702,1600,5590184.61,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","CASSOWARY COAST","15",13,370,336,907327.54,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","CENTRAL HIGHLANDS","19",16,402,338,1398936.69,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","CHARTERS TOWERS","10",10,174,174,328788.39,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","CLONCURRY","5",5,72,72,205822.97,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","COOK","3",3,36,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","DOUGLAS","10",9,153,151,407818.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","FRASER COAST","40",38,1276,1196,3807745.62,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","GLADSTONE","24",23,561,535,2178642.74,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","GOLD COAST","133",128,5669,5482,19658194.13,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","GOONDIWINDI","10",10,177,177,438066.24,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","GYMPIE","19",19,387,387,1065123.39,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","HINCHINBROOK","8",8,95,93,291364.47,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","IPSWICH","42",38,1519,1372,5357980.23,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","ISAAC","17",17,270,270,1005499.85,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","LIVINGSTONE","12",11,303,283,868884.6,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","LOCKYER VALLEY","19",18,290,273,822892.48,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","LOGAN","42",40,2140,2089,10021381.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","LONGREACH","5",5,67,67,139806.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","MACKAY","44",43,1655,1592,5493016.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","MARANOA","9",8,127,117,327577.56,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","MAREEBA","7",7,186,186,513088.5,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","MCKINLAY","2",2,21,21,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","MORETON BAY","67",64,3201,3113,12323734.15,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","MOUNT ISA","8",6,472,415,1687344.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","MURWEH","8",7,75,67,136411.07,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","NOOSA","17",17,606,545,1853065.93,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","NORTH BURNETT","9",9,94,94,240082.03,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","PAROO","2",1,23,23,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","QUILPIE","1",1,6,6,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","REDLAND","30",30,1279,1257,4530971.02,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","RICHMOND","1",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","ROCKHAMPTON","40",40,1084,1065,3592279.04,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","SCENIC RIM","20",19,257,240,574775.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","SOMERSET","12",12,135,126,315299.41,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","SOUTH BURNETT","18",18,366,365,886773.85,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","SOUTHERN DOWNS","21",19,406,396,982638.04,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","SUNSHINE COAST","78",76,2880,2780,8960573.67,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","TABLELANDS","5",5,139,139,439122.23,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","TOOWOOMBA","56",54,1550,1494,4569899.88,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","TORRES","4",4,83,83,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","TOWNSVILLE","49",44,1744,1632,6815778.09,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","WEIPA","3",3,59,59,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","WESTERN DOWNS","26",25,400,398,972044.1,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","WHITSUNDAY","20",18,442,429,1337444.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"May 2011","WINTON","4",4,33,33,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","BALONNE","6",5,84,82,126844.12,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","BANANA","10",10,171,171,437888.67,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","BLACKALL TAMBO","3",3,26,26,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","BRISBANE","225",215,9189,8797,33212261.11,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","BUNDABERG","42",42,1224,1154,3627284.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","BURDEKIN","8",6,163,163,487682.63,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","CAIRNS","45",42,1702,1602,5620687.88,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","CASSOWARY COAST","15",13,370,336,927223.51,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","CENTRAL HIGHLANDS","19",17,402,368,1495040.53,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","CHARTERS TOWERS","10",10,174,174,382657.24,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","CLONCURRY","5",5,72,72,230215.98,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","COOK","3",3,36,36,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","DOUGLAS","10",9,153,151,420607.37,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","FRASER COAST","40",38,1276,1196,3810248.09,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","GLADSTONE","24",23,561,538,2273199.88,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","GOLD COAST","133",128,5669,5481,19174771.68,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","GOONDIWINDI","10",10,177,177,453950.24,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","GYMPIE","19",19,387,387,1076927.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","HINCHINBROOK","8",8,93,93,315337.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","IPSWICH","42",39,1519,1380,5451959.03,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","ISAAC","17",17,270,269,1084988.38,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","LIVINGSTONE","12",11,293,282,820900,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","LOCKYER VALLEY","19",18,290,273,751589.46,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","LOGAN","42",40,2140,2089,10167628.28,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","LONGREACH","5",5,67,67,133455.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","MACKAY","44",43,1655,1592,5720404.69,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","MARANOA","9",8,127,117,302626.52,"Wankarani Settlement dataset","Timothy L. McAndrews"
"June 2011","MAREEBA","7",7,186,186,532303.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
